SENT_ID,SENT_CONTENT,PHEN_ID,PHEN,WIKI_SUMMARY,WIKI_URL,WIKI_SEARCH_CONTENT
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",231,flight activity particularly,,https://en.wikipedia.org/wiki/El_Al_Flight_1862,El Al Flight 1862
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",231,flight activity particularly,,https://en.wikipedia.org/wiki/Proteus_Airlines_Flight_706,Proteus Airlines Flight 706
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",231,flight activity particularly,,https://en.wikipedia.org/wiki/Malaysia_Airlines_Flight_17,Malaysia Airlines Flight 17
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",231,flight activity particularly,,https://en.wikipedia.org/wiki/TransAsia_Airways_Flight_222,TransAsia Airways Flight 222
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",231,flight activity particularly,,https://en.wikipedia.org/wiki/Federal_Aviation_Regulations,Federal Aviation Regulations
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",231,flight activity particularly,,https://en.wikipedia.org/wiki/Departure_(TV_series),Departure (TV series)
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",231,flight activity particularly,,https://en.wikipedia.org/wiki/Bhoja_Air_Flight_213,Bhoja Air Flight 213
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",233,cancellation,"Dance is an art form consisting of sequences of body movements with aesthetic and often symbolic value, either improvised or purposefully selected. Dance can be categorized and described by its choreography, by its repertoire of movements, done simultaneously with music or with instruments; or by its historical period or place of origin.An important distinction is to be drawn between the contexts of theatrical and participatory dance, although these two categories are not always completely separate; both may have special functions, whether social, ceremonial, competitive, erotic, martial, sacred or liturgical.",https://en.wikipedia.org/wiki/Cancel,Cancel
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",233,cancellation,,https://en.wikipedia.org/wiki/Cancellation_property,Cancellation property
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",233,cancellation,,https://en.wikipedia.org/wiki/Cancellation_(mail),Cancellation (mail)
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",233,cancellation,,https://en.wikipedia.org/wiki/Machine_postmark,Machine postmark
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",233,cancellation,,https://en.wikipedia.org/wiki/Catastrophic_cancellation,Catastrophic cancellation
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",233,cancellation,,https://en.wikipedia.org/wiki/List_of_NASA_cancellations,List of NASA cancellations
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",233,cancellation,,https://en.wikipedia.org/wiki/Active_noise_control,Active noise control
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",233,cancellation,,https://en.wikipedia.org/wiki/Private_cancellation,Private cancellation
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",233,cancellation,,https://en.wikipedia.org/wiki/Cancellation_(broadcasting),Cancellation (broadcasting)
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",233,cancellation,,https://en.wikipedia.org/wiki/Reservation_against_Cancellation,Reservation against Cancellation
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",236,travel restrictions on,,https://en.wikipedia.org/wiki/Travel_during_the_COVID-19_pandemic,Travel during the COVID-19 pandemic
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",236,travel restrictions on,,https://en.wikipedia.org/wiki/Henley_Passport_Index,Henley Passport Index
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",236,travel restrictions on,,https://en.wikipedia.org/wiki/Visa_requirements_for_Iranian_citizens,Visa requirements for Iranian citizens
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",236,travel restrictions on,,https://en.wikipedia.org/wiki/COVID-19_pandemic,COVID-19 pandemic
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",236,travel restrictions on,,https://en.wikipedia.org/wiki/Visa_requirements_for_Japanese_citizens,Visa requirements for Japanese citizens
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",236,travel restrictions on,,https://en.wikipedia.org/wiki/Impact_of_the_COVID-19_pandemic_on_tourism,Impact of the COVID-19 pandemic on tourism
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",236,travel restrictions on,,https://en.wikipedia.org/wiki/Regions_of_Western_Australia,Regions of Western Australia
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",236,travel restrictions on,,https://en.wikipedia.org/wiki/2023,2023
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",236,travel restrictions on,,https://en.wikipedia.org/wiki/Abdolhamid_Ismaeelzahi,Abdolhamid Ismaeelzahi
22," An upswing in Asian flight activity, particularly after Chinas cancellation of Covid-19 travel restrictions on Jan",236,travel restrictions on,,https://en.wikipedia.org/wiki/Operation_Dark_Winter,Operation Dark Winter
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",251,midJanuary according,,https://en.wikipedia.org/wiki/According_to_Greta,According to Greta
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",251,midJanuary according,,https://en.wikipedia.org/wiki/Tornadoes_of_2023,Tornadoes of 2023
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",251,midJanuary according,,https://en.wikipedia.org/wiki/2016_in_aviation,2016 in aviation
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",251,midJanuary according,,https://en.wikipedia.org/wiki/Mid-Atlantic_accent,Mid-Atlantic accent
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",251,midJanuary according,,https://en.wikipedia.org/wiki/Midlife_crisis,Midlife crisis
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",251,midJanuary according,,https://en.wikipedia.org/wiki/The_Marvelous_Mrs._Maisel,The Marvelous Mrs. Maisel
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",251,midJanuary according,,https://en.wikipedia.org/wiki/Battle_of_Grozny_(1994–1995),Battle of Grozny (1994–1995)
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",251,midJanuary according,,https://en.wikipedia.org/wiki/Q_source,Q source
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",251,midJanuary according,,https://en.wikipedia.org/wiki/January_6_United_States_Capitol_attack,January 6 United States Capitol attack
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",251,midJanuary according,,https://en.wikipedia.org/wiki/Central–Mid-Levels_escalator,Central–Mid-Levels escalator
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",252,consulting firm,,https://en.wikipedia.org/wiki/Consulting_firm,Consulting firm
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",252,consulting firm,,https://en.wikipedia.org/wiki/Mercer_(consulting_firm),Mercer (consulting firm)
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",252,consulting firm,,https://en.wikipedia.org/wiki/Kearney_(consulting_firm),Kearney (consulting firm)
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",252,consulting firm,,https://en.wikipedia.org/wiki/Exponent_(consulting_firm),Exponent (consulting firm)
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",252,consulting firm,,https://en.wikipedia.org/wiki/List_of_IT_consulting_firms,List of IT consulting firms
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",252,consulting firm,,https://en.wikipedia.org/wiki/List_of_management_consulting_firms,List of management consulting firms
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",252,consulting firm,,https://en.wikipedia.org/wiki/Information_technology_consulting,Information technology consulting
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",252,consulting firm,,https://en.wikipedia.org/wiki/Boston_Consulting_Group,Boston Consulting Group
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",252,consulting firm,,https://en.wikipedia.org/wiki/Deloitte,Deloitte
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",252,consulting firm,,https://en.wikipedia.org/wiki/Bain_&_Company,Bain & Company
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",254,which tracks flights,,https://en.wikipedia.org/wiki/Flight_tracking,Flight tracking
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",254,which tracks flights,,https://en.wikipedia.org/wiki/Google_Flights,Google Flights
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",254,which tracks flights,,https://en.wikipedia.org/wiki/Longest_flights,Longest flights
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",254,which tracks flights,,https://en.wikipedia.org/wiki/North_Atlantic_Tracks,North Atlantic Tracks
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",254,which tracks flights,,https://en.wikipedia.org/wiki/Malaysia_Airlines_Flight_370,Malaysia Airlines Flight 370
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",254,which tracks flights,,https://en.wikipedia.org/wiki/Nite_Flights_(album),Nite Flights (album)
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",254,which tracks flights,,https://en.wikipedia.org/wiki/Flightradar24,Flightradar24
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",254,which tracks flights,,https://en.wikipedia.org/wiki/FlightAware,FlightAware
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",254,which tracks flights,,https://en.wikipedia.org/wiki/Flights_(band),Flights (band)
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",254,which tracks flights,,https://en.wikipedia.org/wiki/Tracking,Tracking
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",257,consumption,,https://en.wikipedia.org/wiki/Consumption,Consumption
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",257,consumption,,https://en.wikipedia.org/wiki/Conspicuous_consumption,Conspicuous consumption
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",257,consumption,,https://en.wikipedia.org/wiki/Consumption_distribution,Consumption distribution
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",257,consumption,,https://en.wikipedia.org/wiki/Consumption_(economics),Consumption (economics)
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",257,consumption,,https://en.wikipedia.org/wiki/Consumption_tax,Consumption tax
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",257,consumption,,https://en.wikipedia.org/wiki/Alcoholic_beverage,Alcoholic beverage
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",257,consumption,,https://en.wikipedia.org/wiki/Resource_consumption,Resource consumption
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",257,consumption,,https://en.wikipedia.org/wiki/List_of_largest_consumer_markets,List of largest consumer markets
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",257,consumption,,https://en.wikipedia.org/wiki/Cannabis_consumption,Cannabis consumption
24," Demand bested last years levels by 33prca in mid-January, according to consulting firm Kayrros, which tracks flights and employs aircraft-model data to estimate consumption",257,consumption,,https://en.wikipedia.org/wiki/Energy_consumption,Energy consumption
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",259,significantly lagged,,https://en.wikipedia.org/wiki/Lag_(video_games),Lag (video games)
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",259,significantly lagged,,https://en.wikipedia.org/wiki/History_of_computing_in_the_Soviet_Union,History of computing in the Soviet Union
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",259,significantly lagged,,https://en.wikipedia.org/wiki/Lagged_Fibonacci_generator,Lagged Fibonacci generator
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",259,significantly lagged,,https://en.wikipedia.org/wiki/Jet_lag,Jet lag
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",259,significantly lagged,,https://en.wikipedia.org/wiki/Transmeta,Transmeta
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",259,significantly lagged,,https://en.wikipedia.org/wiki/Inflation_in_India,Inflation in India
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",259,significantly lagged,,https://en.wikipedia.org/wiki/Judith_Collins,Judith Collins
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",259,significantly lagged,,https://en.wikipedia.org/wiki/Display_lag,Display lag
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",259,significantly lagged,,https://en.wikipedia.org/wiki/Shutter_lag,Shutter lag
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",259,significantly lagged,,https://en.wikipedia.org/wiki/Antilag_system,Antilag system
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",267,Antoine Halff,"Antoine Halff is co-founder and chief analyst at environmental intelligence company Kayrros and Adjunct Senior Research Scholar at the Center on Global Energy Policy, Columbia University.


== Education and career ==
Halff attended at the École des Hautes Etudes en Sciences Sociales (EHESS) in the early 1980s.",https://en.wikipedia.org/wiki/Antoine_Halff,Antoine Halff
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",267,Antoine Halff,,https://en.wikipedia.org/wiki/Lauterbourg,Lauterbourg
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",267,Antoine Halff,,https://en.wikipedia.org/wiki/Benjamin_K._Sovacool,Benjamin K. Sovacool
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",267,Antoine Halff,"Tong Zeng (Chinese name: 童增, born June 3, 1956) is a Chinese scholar, peace activist, and businessman. He is chairman of the China Federation of Demanding Compensation from Japan, and is chairman of Zhongxiang Investment Co., Ltd.",https://en.wikipedia.org/wiki/Tong_Zeng,Tong Zeng
25,"Asia significantly lagged other regions in recovery, said Kayrros co-founder Antoine Halff",267,Antoine Halff,,https://en.wikipedia.org/wiki/1939_Wimbledon_Championships_–_Mixed_doubles,1939 Wimbledon Championships – Mixed doubles
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",275,prepandemic level,,https://en.wikipedia.org/wiki/Viral_interference,Viral interference
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",275,prepandemic level,,https://en.wikipedia.org/wiki/Kim_Jong_Un,Kim Jong Un
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",275,prepandemic level,,https://en.wikipedia.org/wiki/National_Independent_Venue_Association,National Independent Venue Association
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",275,prepandemic level,,https://en.wikipedia.org/wiki/Impact_of_the_COVID-19_pandemic_on_other_health_issues,Impact of the COVID-19 pandemic on other health issues
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",275,prepandemic level,"The Financial District is a neighborhood in San Francisco, California, United States, that serves as its main central business district and had 372,829 jobs according to U.S. census tracts as of 2012-2016.   It is home to the city's largest concentration of corporate headquarters, law firms, insurance companies, real estate firms, savings and loan banks, and other financial institutions.","https://en.wikipedia.org/wiki/Financial_District,_San_Francisco","Financial District, San Francisco"
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",275,prepandemic level,,https://en.wikipedia.org/wiki/San_Francisco,San Francisco
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",275,prepandemic level,,https://en.wikipedia.org/wiki/Influenza_A_virus_subtype_H5N1,Influenza A virus subtype H5N1
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",275,prepandemic level,,https://en.wikipedia.org/wiki/Influenza_vaccine,Influenza vaccine
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",275,prepandemic level,,https://en.wikipedia.org/wiki/COVID-19_pandemic_and_animals,COVID-19 pandemic and animals
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",275,prepandemic level,,https://en.wikipedia.org/wiki/H5N1_vaccine_clinical_trials,H5N1 vaccine clinical trials
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",279,North America ,,https://en.wikipedia.org/wiki/North_America,North America
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",279,North America ,,https://en.wikipedia.org/wiki/Northern_America,Northern America
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",279,North America ,,https://en.wikipedia.org/wiki/Indigenous_peoples_of_the_Americas,Indigenous peoples of the Americas
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",279,North America ,,https://en.wikipedia.org/wiki/List_of_sovereign_states_and_dependent_territories_in_North_America,List of sovereign states and dependent territories in North America
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",279,North America ,"Enel North America is an American company headquartered in Andover, MA, United States. One of the largest renewable energy operators in North America, it was formed as a subsidiary of the global utility Enel S.p.A. in 2000.",https://en.wikipedia.org/wiki/Enel_North_America,Enel North America
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",279,North America ,,https://en.wikipedia.org/wiki/British_America,British America
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",279,North America ,,https://en.wikipedia.org/wiki/British_colonization_of_the_Americas,British colonization of the Americas
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",279,North America ,,https://en.wikipedia.org/wiki/Flags_of_North_America,Flags of North America
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",279,North America ,,https://en.wikipedia.org/wiki/Americas,Americas
26," He said Asia has reached only 78prca of its prepandemic level of jet-fuel consumption, compared with 96prca for North America and 87prca for the world",279,North America ,,https://en.wikipedia.org/wiki/Norse_colonization_of_North_America,Norse colonization of North America
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",287,Lacy Warner ,,https://en.wikipedia.org/wiki/Jake_Lacy,Jake Lacy
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",287,Lacy Warner ,,https://en.wikipedia.org/wiki/Holme_Lacy,Holme Lacy
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",287,Lacy Warner ,,https://en.wikipedia.org/wiki/How_to_Be_Single,How to Be Single
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",287,Lacy Warner ,,https://en.wikipedia.org/wiki/Rampage_(2018_film),Rampage (2018 film)
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",287,Lacy Warner ,,https://en.wikipedia.org/wiki/Acme_Corporation,Acme Corporation
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",287,Lacy Warner ,,https://en.wikipedia.org/wiki/Superman_IV:_The_Quest_for_Peace,Superman IV: The Quest for Peace
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",287,Lacy Warner ,,https://en.wikipedia.org/wiki/Tomorrowverse,Tomorrowverse
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",287,Lacy Warner ,,https://en.wikipedia.org/wiki/Asylum_Records,Asylum Records
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",287,Lacy Warner ,,https://en.wikipedia.org/wiki/Karen_Malina_White,Karen Malina White
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",287,Lacy Warner ,,https://en.wikipedia.org/wiki/American_Masters,American Masters
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",293,Providence RI ,,"https://en.wikipedia.org/wiki/Providence,_Rhode_Island","Providence, Rhode Island"
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",293,Providence RI ,,"https://en.wikipedia.org/wiki/East_Providence,_Rhode_Island","East Providence, Rhode Island"
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",293,Providence RI ,,"https://en.wikipedia.org/wiki/North_Providence,_Rhode_Island","North Providence, Rhode Island"
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",293,Providence RI ,,"https://en.wikipedia.org/wiki/List_of_mayors_of_Providence,_Rhode_Island","List of mayors of Providence, Rhode Island"
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",293,Providence RI ,,"https://en.wikipedia.org/wiki/Providence_County,_Rhode_Island","Providence County, Rhode Island"
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",293,Providence RI ,,https://en.wikipedia.org/wiki/Millennium_Prize_Problems,Millennium Prize Problems
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",293,Providence RI ,,https://en.wikipedia.org/wiki/Rhode_Island,Rhode Island
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",293,Providence RI ,,https://en.wikipedia.org/wiki/Terence_Tao,Terence Tao
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",293,Providence RI ,,https://en.wikipedia.org/wiki/List_of_Brown_University_buildings,List of Brown University buildings
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",293,Providence RI ,,https://en.wikipedia.org/wiki/Providence_metropolitan_area,Providence metropolitan area
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",301,Jacksonville Fla ,,"https://en.wikipedia.org/wiki/Jacksonville,_Florida","Jacksonville, Florida"
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",301,Jacksonville Fla ,,https://en.wikipedia.org/wiki/Jacksonville_Landing_shooting,Jacksonville Landing shooting
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",301,Jacksonville Fla ,,https://en.wikipedia.org/wiki/Jacksonville_International_Airport,Jacksonville International Airport
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",301,Jacksonville Fla ,,https://en.wikipedia.org/wiki/Justin_James_(golfer),Justin James (golfer)
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",301,Jacksonville Fla ,,https://en.wikipedia.org/wiki/Tony_L._Whitehead,Tony L. Whitehead
28,"Lacy Warner, a writer and film producer from Providence, RI, is flying to see her parents in Jacksonville, Fla, later this month so they can help care for her 1-year-old daughter while her husband is traveling for work",301,Jacksonville Fla ,,https://en.wikipedia.org/wiki/Jacksonville_University,Jacksonville University
